	contamination	data	f1_macro	fixed_cont	in_f1	in_prec	in_rec	inliers	labeled_data	n_oe	out_f1	out_prec	out_rec	outliers	seed	test_size	use_ivis
0	0.13043478260869565	train	0.8878048780487805	0.15	0.975609756097561	0.9523809523809523	1.0	[0]	0.8	0.0	0.8	1.0	0.6666666666666666	[1]	42.0	0.2	1.0
1	0.13043478260869565	test	0.4888888888888888	0.15	0.7777777777777777	0.875	0.7	[0]	0.8	0.0	0.2	0.14285714285714285	0.3333333333333333	[1]	42.0	0.2	1.0
2	0.13043478260869565	train	0.4140127388535032	0.15	0.8280254777070064	0.8441558441558441	0.8125	[0]	0.8	0.0	0.0	0.0	0.0	[2]	42.0	0.2	1.0
3	0.13043478260869565	test	0.4390243902439024	0.15	0.8780487804878048	0.8571428571428571	0.9	[0]	0.8	0.0	0.0	0.0	0.0	[2]	42.0	0.2	1.0
4	0.13043478260869565	train	0.9768553459119498	0.15	0.9937106918238994	1.0	0.9875	[0]	0.8	0.0	0.9600000000000001	0.9230769230769231	1.0	[3]	42.0	0.2	1.0
5	0.13043478260869565	test	1.0	0.15	1.0	1.0	1.0	[0]	0.8	0.0	1.0	1.0	1.0	[3]	42.0	0.2	1.0
6	0.13043478260869565	train	0.42138364779874216	0.15	0.8427672955974843	0.8481012658227848	0.8375	[0]	0.8	0.0	0.0	0.0	0.0	[4]	42.0	0.2	1.0
7	0.13043478260869565	test	0.32352941176470584	0.15	0.6470588235294117	0.7857142857142857	0.55	[0]	0.8	0.0	0.0	0.0	0.0	[4]	42.0	0.2	1.0
8	0.13043478260869565	train	0.8656149576394976	0.15	0.9693251533742331	0.9518072289156626	0.9875	[0]	0.8	0.0	0.761904761904762	0.8888888888888888	0.6666666666666666	[5]	42.0	0.2	1.0
9	0.13043478260869565	test	0.4559139784946237	0.15	0.6451612903225806	0.9090909090909091	0.5	[0]	0.8	0.0	0.26666666666666666	0.16666666666666666	0.6666666666666666	[5]	42.0	0.2	1.0
10	0.13043478260869565	train	0.9768553459119498	0.15	0.9937106918238994	1.0	0.9875	[0]	0.8	0.0	0.9600000000000001	0.9230769230769231	1.0	[6]	42.0	0.2	1.0
11	0.13043478260869565	test	0.8878048780487805	0.15	0.975609756097561	0.9523809523809523	1.0	[0]	0.8	0.0	0.8	1.0	0.6666666666666666	[6]	42.0	0.2	1.0
12	0.13043478260869565	train	0.9751552795031055	0.15	0.9937888198757764	0.9876543209876543	1.0	[0]	0.8	0.0	0.9565217391304348	1.0	0.9166666666666666	[7]	42.0	0.2	1.0
