	contamination	data	f1_macro	fixed_cont	in_f1	in_prec	in_rec	inliers	labeled_data	n_oe	out_f1	out_prec	out_rec	outliers	seed	test_size	use_ivis
0	0.047539417104634496	train	0.45177309951042255	0.05	0.8814467515070329	0.9457420050305426	0.8253370962684227	[0, 1, 2, 11]	0.1	0.0	0.022099447513812154	0.01415929203539823	0.050314465408805034	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
1	0.047539417104634496	test	0.43134195839675293	0.05	0.8534246575342466	0.9410876132930514	0.7807017543859649	[0, 1, 2, 11]	0.1	0.0	0.009259259259259259	0.005681818181818182	0.025	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
2	0.09076396807297606	train	0.447814133103868	0.1	0.8633702016916069	0.8972278566599053	0.831974921630094	[0, 1, 2, 11]	0.1	0.0	0.03225806451612903	0.025454545454545455	0.0440251572327044	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
3	0.09076396807297606	test	0.44815219262231476	0.1	0.8533859303090072	0.8964088397790055	0.8143036386449184	[0, 1, 2, 11]	0.1	0.0	0.042918454935622324	0.032679738562091505	0.0625	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
4	0.16659698996655517	train	0.41092118036205444	0.2	0.7798843187660669	0.799670510708402	0.7610536218250236	[0, 1, 2, 11]	0.1	0.0	0.04195804195804196	0.03787878787878788	0.047021943573667714	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
5	0.16659698996655517	test	0.4069905103838332	0.2	0.757715036112935	0.7958620689655173	0.7230576441102757	[0, 1, 2, 11]	0.1	0.0	0.056265984654731455	0.04741379310344827	0.06918238993710692	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
6	0.047539417104634496	train	0.45356400722912665	0.05	0.8756319514661274	0.946448087431694	0.8146754468485419	[0, 1, 2, 11]	0.4	0.0	0.03149606299212598	0.01990049751243781	0.07547169811320754	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
7	0.047539417104634496	test	0.4284347522830452	0.05	0.8479008947006195	0.9404580152671755	0.7719298245614035	[0, 1, 2, 11]	0.4	0.0	0.008968609865470852	0.00546448087431694	0.025	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
8	0.09076396807297606	train	0.4615851516384747	0.1	0.8876511775938892	0.9014221073044603	0.874294670846395	[0, 1, 2, 11]	0.4	0.0	0.035519125683060114	0.03140096618357488	0.040880503144654086	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
9	0.09076396807297606	test	0.45170715525160765	0.1	0.8737113402061856	0.8980132450331125	0.8506900878293601	[0, 1, 2, 11]	0.4	0.0	0.0297029702970297	0.02459016393442623	0.0375	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
10	0.16659698996655517	train	0.5097640062199454	0.2	0.8277064511016009	0.8368589743589744	0.8187519598620258	[0, 1, 2, 11]	0.4	0.0	0.19182156133828998	0.18246110325318246	0.20219435736677116	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
11	0.16659698996655517	test	0.484838177014531	0.2	0.784676354029062	0.8296089385474861	0.7443609022556391	[0, 1, 2, 11]	0.4	0.0	0.18500000000000003	0.15352697095435686	0.23270440251572327	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
12	0.047539417104634496	train	0.4547036803905663	0.05	0.8796374013765318	0.9465317919075145	0.821574161179053	[0, 1, 2, 11]	0.7	0.0	0.029769959404600813	0.01896551724137931	0.06918238993710692	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
13	0.047539417104634496	test	0.43216947722362153	0.05	0.8549931600547197	0.9412650602409639	0.7832080200501254	[0, 1, 2, 11]	0.7	0.0	0.009345794392523364	0.005747126436781609	0.025	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
14	0.09076396807297606	train	0.4444437912566057	0.1	0.8541427399507793	0.8960413080895009	0.815987460815047	[0, 1, 2, 11]	0.7	0.0	0.03474484256243214	0.026533996683250415	0.050314465408805034	[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]	42.0	0.2	1.0
