	contamination	data	f1_macro	fixed_cont	in_f1	in_prec	in_rec	inliers	labeled_data	n_oe	out_f1	out_prec	out_rec	outliers	seed	test_size	use_ivis
0	0.09090909090909091	train	0.44303797468354433	0.1	0.8860759493670887	0.8974358974358975	0.875	[0]	0.5	0.0	0.0	0.0	0.0	[1]	42.0	0.2	1.0
1	0.09090909090909091	test	0.342528735632184	0.1	0.5517241379310346	0.8888888888888888	0.4	[0]	0.5	0.0	0.13333333333333336	0.07692307692307693	0.5	[1]	42.0	0.2	1.0
2	0.09090909090909091	train	0.5324675324675324	0.1	0.8831168831168831	0.918918918918919	0.85	[0]	0.5	0.0	0.18181818181818182	0.14285714285714285	0.25	[2]	42.0	0.2	1.0
3	0.09090909090909091	test	0.7250000000000001	0.1	0.9500000000000001	0.95	0.95	[0]	0.5	0.0	0.5	0.5	0.5	[2]	42.0	0.2	1.0
4	0.09090909090909091	train	0.43225806451612897	0.1	0.8645161290322579	0.8933333333333333	0.8375	[1]	0.5	0.0	0.0	0.0	0.0	[0]	42.0	0.2	1.0
5	0.09090909090909091	test	0.4210526315789474	0.1	0.8421052631578948	0.8888888888888888	0.8	[1]	0.5	0.0	0.0	0.0	0.0	[0]	42.0	0.2	1.0
6	0.09090909090909091	train	0.43949044585987257	0.1	0.8789808917197451	0.8961038961038961	0.8625	[1]	0.5	0.0	0.0	0.0	0.0	[2]	42.0	0.2	1.0
7	0.09090909090909091	test	0.4054054054054054	0.1	0.8108108108108107	0.8823529411764706	0.75	[1]	0.5	0.0	0.0	0.0	0.0	[2]	42.0	0.2	1.0
8	0.09090909090909091	train	0.7250000000000001	0.1	0.9500000000000001	0.95	0.95	[2]	0.5	0.0	0.5	0.5	0.5	[0]	42.0	0.2	1.0
9	0.09090909090909091	test	0.5111111111111112	0.1	0.8	0.9333333333333333	0.7	[2]	0.5	0.0	0.22222222222222224	0.14285714285714285	0.5	[0]	42.0	0.2	1.0
10	0.09090909090909091	train	0.41333333333333333	0.1	0.8266666666666667	0.8857142857142857	0.775	[2]	0.5	0.0	0.0	0.0	0.0	[1]	42.0	0.2	1.0
11	0.09090909090909091	test	0.5416666666666667	0.1	0.8333333333333334	0.9375	0.75	[2]	0.5	0.0	0.25	0.16666666666666666	0.5	[1]	42.0	0.2	1.0
12	0.16666666666666666	train	0.42814594192107225	0.2	0.7974683544303798	0.8076923076923077	0.7875	[0]	0.5	0.0	0.058823529411764705	0.05555555555555555	0.0625	[1]	42.0	0.2	1.0
13	0.16666666666666666	test	0.3142857142857143	0.2	0.6285714285714286	0.7333333333333333	0.55	[0]	0.5	0.0	0.0	0.0	0.0	[1]	42.0	0.2	1.0
14	0.16666666666666666	train	0.40372670807453415	0.2	0.8074534161490683	0.8024691358024691	0.8125	[0]	0.5	0.0	0.0	0.0	0.0	[2]	42.0	0.2	1.0
15	0.16666666666666666	test	0.5872235872235871	0.2	0.8108108108108107	0.8823529411764706	0.75	[0]	0.5	0.0	0.36363636363636365	0.2857142857142857	0.5	[2]	42.0	0.2	1.0
16	0.16666666666666666	train	0.41880341880341887	0.2	0.7820512820512822	0.8026315789473685	0.7625	[1]	0.5	0.0	0.05555555555555556	0.05	0.0625	[0]	42.0	0.2	1.0
17	0.16666666666666666	test	0.43375680580762255	0.2	0.5517241379310346	0.8888888888888888	0.4	[1]	0.5	0.0	0.31578947368421056	0.2	0.75	[0]	42.0	0.2	1.0
18	0.16666666666666666	train	0.49227840067696216	0.2	0.8466257668711658	0.8313253012048193	0.8625	[1]	0.5	0.0	0.13793103448275862	0.15384615384615385	0.125	[2]	42.0	0.2	1.0
19	0.16666666666666666	test	0.4197802197802198	0.2	0.6857142857142857	0.8	0.6	[1]	0.5	0.0	0.15384615384615383	0.1111111111111111	0.25	[2]	42.0	0.2	1.0
20	0.16666666666666666	train	0.4421959527148868	0.2	0.8198757763975155	0.8148148148148148	0.825	[2]	0.5	0.0	0.06451612903225808	0.06666666666666667	0.0625	[0]	42.0	0.2	1.0
21	0.16666666666666666	test	0.27272727272727276	0.2	0.5454545454545455	0.6923076923076923	0.45	[2]	0.5	0.0	0.0	0.0	0.0	[0]	42.0	0.2	1.0
22	0.16666666666666666	train	0.3885350318471337	0.2	0.7770700636942675	0.7922077922077922	0.7625	[2]	0.5	0.0	0.0	0.0	0.0	[1]	42.0	0.2	1.0
23	0.16666666666666666	test	0.3949579831932773	0.2	0.6470588235294117	0.7857142857142857	0.55	[2]	0.5	0.0	0.14285714285714288	0.1	0.25	[1]	42.0	0.2	1.0
24	0.09090909090909091	train	1.0	0.1	1.0	1.0	1.0	[0]	1.0	0.0	1.0	1.0	1.0	[1]	42.0	0.2	1.0
25	0.09090909090909091	test	0.47619047619047616	0.1	0.9523809523809523	0.9090909090909091	1.0	[0]	1.0	0.0	0.0	0.0	0.0	[1]	42.0	0.2	1.0
26	0.09090909090909091	train	0.9635610766045548	0.1	0.9937888198757764	0.9876543209876543	1.0	[0]	1.0	0.0	0.9333333333333333	1.0	0.875	[2]	42.0	0.2	1.0
27	0.09090909090909091	test	0.47619047619047616	0.1	0.9523809523809523	0.9090909090909091	1.0	[0]	1.0	0.0	0.0	0.0	0.0	[2]	42.0	0.2	1.0
28	0.09090909090909091	train	0.9635610766045548	0.1	0.9937888198757764	0.9876543209876543	1.0	[1]	1.0	0.0	0.9333333333333333	1.0	0.875	[0]	42.0	0.2	1.0
29	0.09090909090909091	test	0.47619047619047616	0.1	0.9523809523809523	0.9090909090909091	1.0	[1]	1.0	0.0	0.0	0.0	0.0	[0]	42.0	0.2	1.0
30	0.09090909090909091	train	1.0	0.1	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[2]	42.0	0.2	1.0
31	0.09090909090909091	test	0.47619047619047616	0.1	0.9523809523809523	0.9090909090909091	1.0	[1]	1.0	0.0	0.0	0.0	0.0	[2]	42.0	0.2	1.0
32	0.09090909090909091	train	0.9223985890652557	0.1	0.9876543209876543	0.975609756097561	1.0	[2]	1.0	0.0	0.8571428571428571	1.0	0.75	[0]	42.0	0.2	1.0
33	0.09090909090909091	test	0.47619047619047616	0.1	0.9523809523809523	0.9090909090909091	1.0	[2]	1.0	0.0	0.0	0.0	0.0	[0]	42.0	0.2	1.0
34	0.09090909090909091	train	1.0	0.1	1.0	1.0	1.0	[2]	1.0	0.0	1.0	1.0	1.0	[1]	42.0	0.2	1.0
35	0.09090909090909091	test	0.47619047619047616	0.1	0.9523809523809523	0.9090909090909091	1.0	[2]	1.0	0.0	0.0	0.0	0.0	[1]	42.0	0.2	1.0
36	0.16666666666666666	train	1.0	0.2	1.0	1.0	1.0	[0]	1.0	0.0	1.0	1.0	1.0	[1]	42.0	0.2	1.0
37	0.16666666666666666	test	0.45454545454545453	0.2	0.9090909090909091	0.8333333333333334	1.0	[0]	1.0	0.0	0.0	0.0	0.0	[1]	42.0	0.2	1.0
38	0.16666666666666666	train	1.0	0.2	1.0	1.0	1.0	[0]	1.0	0.0	1.0	1.0	1.0	[2]	42.0	0.2	1.0
39	0.16666666666666666	test	0.9163763066202091	0.2	0.975609756097561	0.9523809523809523	1.0	[0]	1.0	0.0	0.8571428571428571	1.0	0.75	[2]	42.0	0.2	1.0
40	0.16666666666666666	train	0.9807653776798237	0.2	0.9937888198757764	0.9876543209876543	1.0	[1]	1.0	0.0	0.967741935483871	1.0	0.9375	[0]	42.0	0.2	1.0
41	0.16666666666666666	test	0.45454545454545453	0.2	0.9090909090909091	0.8333333333333334	1.0	[1]	1.0	0.0	0.0	0.0	0.0	[0]	42.0	0.2	1.0
42	0.16666666666666666	train	1.0	0.2	1.0	1.0	1.0	[1]	1.0	0.0	1.0	1.0	1.0	[2]	42.0	0.2	1.0
43	0.16666666666666666	test	0.45454545454545453	0.2	0.9090909090909091	0.8333333333333334	1.0	[1]	1.0	0.0	0.0	0.0	0.0	[2]	42.0	0.2	1.0
44	0.16666666666666666	train	1.0	0.2	1.0	1.0	1.0	[2]	1.0	0.0	1.0	1.0	1.0	[0]	42.0	0.2	1.0
45	0.16666666666666666	test	0.45454545454545453	0.2	0.9090909090909091	0.8333333333333334	1.0	[2]	1.0	0.0	0.0	0.0	0.0	[0]	42.0	0.2	1.0
46	0.16666666666666666	train	1.0	0.2	1.0	1.0	1.0	[2]	1.0	0.0	1.0	1.0	1.0	[1]	42.0	0.2	1.0
