	f1_macro	in_f1	out_f1	out_rec	out_prec	seed	i_umap	i_ivis	contamination	fraction	time_umap	time_ivis
0	0.975388663687501	0.9945942699261217	0.9561830574488803	0.9644786380749714	0.9480289621882543	42	0	0	0.1	1.0	287.0499301759992	338.19242484799906
1	0.9753921644105148	0.9945941616946301	0.9561901671263996	0.9646423309870683	0.947884831912498	42	0	1	0.1	1.0	287.0499301759992	290.5253204990004
2	0.9753448408864422	0.9945842050994563	0.956105476673428	0.9644786380749714	0.9478764478764479	42	1	0	0.1	1.0	275.6305063719992	251.77009220400214
3	0.9753448408864422	0.9945842050994563	0.956105476673428	0.9644786380749714	0.9478764478764479	42	1	1	0.1	1.0	275.6305063719992	218.69958785999916
4	0.9758862796408543	0.9946816501907995	0.9570909090909091	0.9693894254378785	0.945100542610916	43	0	0	0.1	1.0	272.1784234930019	202.98996007499954
5	0.975755192797084	0.9946514423076922	0.9568589432864759	0.9693894254378785	0.9446482692614452	43	0	1	0.1	1.0	272.1784234930019	283.4390137759983
6	0.9758862796408543	0.9946816501907995	0.9570909090909091	0.9693894254378785	0.945100542610916	43	1	0	0.1	1.0	264.7120936200008	277.64109235600336
7	0.9758862796408543	0.9946816501907995	0.9570909090909091	0.9693894254378785	0.945100542610916	43	1	1	0.1	1.0	264.7120936200008	247.6618256840011
8	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	0	0	0.1	1.0	273.9859137789972	311.51266654600477
9	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	0	1	0.1	1.0	273.9859137789972	206.9295477170017
10	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	1	0	0.1	1.0	282.64355056099885	275.09366366000177
11	0.9776440255722667	0.9950498025933422	0.9602382485511911	0.9764282206580455	0.9445764053840063	44	1	1	0.1	1.0	282.64355056099885	216.21354220300418
