	as_numpy	contamination	dim_reduce_time	dim_reducer	distance	doc2vec_data_frac	doc2vec_epochs	doc2vec_min_count	embedding_dims	f1_macro	fraction	in_f1	k	kwargs	metric	model	model_name	model_path	model_train_data	model_type	n_components	n_epochs_without_progress	name	out_f1	out_prec	out_rec	seed	set_op_mix_ratio	time
0	0.0	0.1	29.920377329995972	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9741786575035197	0.15	0.9953005464480875	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	40.0	UMAP	0.9530567685589519	0.9520174482006543	0.9540983606557377	42.0	1.0	92.6827181070039
1	0.0	0.1	29.920377329995972	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9742292802074433	0.15	0.9952995190205509	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	15.0	UMAP	0.9531590413943355	0.9500542888165038	0.9562841530054644	42.0	1.0	42.69021963600244
2	0.0	0.1	22.8956665049991	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9738094773473835	0.15	0.9951865222623345	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	128.0	40.0	UMAP	0.9524324324324325	0.9422459893048128	0.9628415300546448	42.0	1.0	102.33863848899637
3	0.0	0.1	22.8956665049991	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.975475974291446	0.15	0.9955171659741964	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	128.0	15.0	UMAP	0.9554347826086955	0.9502702702702702	0.9606557377049181	42.0	1.0	56.09611670400045
4	0.0	0.1	41.22297253999568	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9719145460190477	0.15	0.9948605795516676	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	40.0	UMAP	0.9489685124864279	0.9428263214670982	0.9551912568306011	42.0	1.0	144.14917204200174
5	0.0	0.1	41.22297253999568	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.8598995952297968	0.15	0.9736250479793825	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	15.0	UMAP	0.746174142480211	0.7214285714285714	0.7726775956284153	42.0	1.0	99.67178711199813
6	0.0	0.1	50.97277391499665	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.4540356604823221	0.15	0.8974893103826336	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	40.0	UMAP	0.010582010582010581	0.010256410256410256	0.01092896174863388	42.0	1.0	158.45693935999589
7	0.0	0.1	50.97277391499665	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9775585184038431	0.15	0.9959000710654349	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	15.0	UMAP	0.9592169657422512	0.9545454545454546	0.9639344262295082	42.0	1.0	117.69956587100023
8		0.1	1.1755997547879815e-05		pn	1.0	100.0	1.0	1.0	0.7817795538469321	0.15	0.9597855227882037	15.0			maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec		40.0		0.6037735849056604	0.5957446808510638	0.6120218579234973	42.0		95.35275776599883
9		0.1	1.1755997547879815e-05		pn	1.0	100.0	1.0	1.0	0.8212771841396622	0.15	0.9658391915641478	15.0			maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec		15.0		0.6767151767151768	0.645193260654113	0.7114754098360656	42.0		40.57024955599627
10	0.0	0.1	16.20999002300232	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5589631450548769	0.15	0.7715511462662555	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	64.0	40.0	UMAP	0.34637514384349827	0.21004884856943476	0.9868852459016394	42.0	1.0	91.10625985500519
11	0.0	0.1	16.20999002300232	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5594278443082958	0.15	0.7706976431880749	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	64.0	15.0	UMAP	0.34815804542851686	0.21091581868640147	0.9967213114754099	42.0	1.0	38.12959035699896
12	0.0	0.1	21.17098739100038	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5598228558816674	0.15	0.772958500669344	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	128.0	40.0	UMAP	0.34668721109399075	0.2104278700023381	0.9836065573770492	42.0	1.0	91.39992045600229
13	0.0	0.1	21.17098739100038	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5572214741574516	0.15	0.7700771553170076	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	128.0	15.0	UMAP	0.34436579299789555	0.20871985157699444	0.9836065573770492	42.0	1.0	40.65192760399805
14	0.0	0.1	39.57777407699905	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5510264380219871	0.15	0.7617308992562544	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	256.0	40.0	UMAP	0.3403219767877199	0.20533092387621413	0.9934426229508196	42.0	1.0	96.24060981200455
15	0.0	0.1	39.57777407699905	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5542020848404621	0.15	0.7653205690015505	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	256.0	15.0	UMAP	0.3430836006793735	0.2073448905109489	0.9934426229508196	42.0	1.0	46.60999497299781
16	0.0	0.1	46.10683892400266	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5610031404649569	0.15	0.7730439442658092	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	300.0	40.0	UMAP	0.34896233666410453	0.21170435999067383	0.9923497267759562	42.0	1.0	97.38117738499568
17	0.0	0.1	46.10683892400266	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.562721463491154	0.15	0.7749314427128621	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	300.0	15.0	UMAP	0.35051148426944606	0.21284575714955462	0.9923497267759562	42.0	1.0	45.36687036100193
18		0.1	5.483998393174261e-06		pn	1.0	100.0	1.0	1.0	0.6898283846658286	0.15	0.9398822947032617	15.0			maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec		40.0		0.4397744746283957	0.4140926640926641	0.46885245901639344	42.0		96.56289136599662
19		0.1	5.483998393174261e-06		pn	1.0	100.0	1.0	1.0	0.6005366637800331	0.15	0.9238456047877889	15.0			maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec		15.0		0.27722772277227725	0.2649402390438247	0.2907103825136612	42.0		41.817130787996575
20	0.0	0.1	17.03396350800176	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9790458104427742	0.15	0.9962342411177209	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	40.0	UMAP	0.9618573797678276	0.9731543624161074	0.9508196721311475	43.0	1.0	95.33661513400148
