	contamination	dim_reducer	doc2vec_data_frac	doc2vec_epochs	doc2vec_min_count	f1_macro	fraction	in_f1	metric	model_name	model_path	model_train_data	model_type	n_components	out_f1	out_prec	out_rec	outlier_detector	seed	set_op_mix_ratio	time
0	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[32, 50, 100], dim_reducer='umap')	1.0	100.0	1.0	0.8013668657331137	0.01	0.9621087314662273	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	32.0	0.640625	0.6119402985074627	0.6721311475409836	AE_30_small	42.0	1.0	3.395317132002674
1	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[32, 50, 100], dim_reducer='umap')	1.0	100.0	1.0	0.8013668657331137	0.01	0.9621087314662273	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	32.0	0.640625	0.6119402985074627	0.6721311475409836	AE_10	42.0	1.0	1.3754305770271458
2	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[32, 50, 100], dim_reducer='umap')	1.0	100.0	1.0	0.8100030889621088	0.01	0.9637561779242174	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	32.0	0.6562500000000001	0.6268656716417911	0.6885245901639344	AE_30	42.0	1.0	2.227875212964136
3	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[32, 50, 100], dim_reducer='umap')	1.0	100.0	1.0	0.8100030889621088	0.01	0.9637561779242174	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	32.0	0.6562500000000001	0.6268656716417911	0.6885245901639344	AE_100	42.0	1.0	4.370989072020166
4	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[32, 50, 100], dim_reducer='umap')	1.0	100.0	1.0	0.7754581960461284	0.01	0.9571663920922571	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	50.0	0.5937499999999999	0.5671641791044776	0.6229508196721312	AE_30_small	42.0	1.0	2.0316161629743874
5	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[32, 50, 100], dim_reducer='umap')	1.0	100.0	1.0	0.7754581960461284	0.01	0.9571663920922571	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	50.0	0.5937499999999999	0.5671641791044776	0.6229508196721312	AE_10	42.0	1.0	1.394215288979467
6	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[32, 50, 100], dim_reducer='umap')	1.0	100.0	1.0	0.7754581960461284	0.01	0.9571663920922571	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	50.0	0.5937499999999999	0.5671641791044776	0.6229508196721312	AE_30	42.0	1.0	2.328395194024779
7	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[32, 50, 100], dim_reducer='umap')	1.0	100.0	1.0	0.7754581960461284	0.01	0.9571663920922571	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	50.0	0.5937499999999999	0.5671641791044776	0.6229508196721312	AE_100	42.0	1.0	4.538605898967944
8	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[32, 50, 100], dim_reducer='umap')	1.0	100.0	1.0	0.7840944192751236	0.01	0.9588138385502472	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	100.0	0.609375	0.582089552238806	0.639344262295082	AE_30_small	42.0	1.0	2.1551236049854197
9	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[32, 50, 100], dim_reducer='umap')	1.0	100.0	1.0	0.7927306425041186	0.01	0.9604612850082372	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	100.0	0.625	0.5970149253731343	0.6557377049180327	AE_10	42.0	1.0	1.416470883996226
10	0.1	UMAPModel(set_op_mix_ratio=[1.0], metric=['cosine'], n_components=[32, 50, 100], dim_reducer='umap')	1.0	100.0	1.0	0.7840944192751236	0.01	0.9588138385502472	cosine	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	100.0	0.609375	0.582089552238806	0.639344262295082	AE_30	42.0	1.0	2.204846451000776
