	as_numpy	contamination	dim_reduce_time	dim_reducer	distance	doc2vec_data_frac	doc2vec_epochs	doc2vec_min_count	embedding_dims	f1_macro	fraction	in_f1	k	kwargs	metric	model	model_name	model_path	model_train_data	model_type	n_components	n_epochs_without_progress	name	out_f1	out_prec	out_rec	seed	set_op_mix_ratio	time
0	0.0	0.1	29.312454499002342	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9698672017069598	0.15	0.994476950839394	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	15.0	UMAP	0.9452574525745258	0.9376344086021505	0.9530054644808743	42.0	1.0	47.64941623900086
1	0.0	0.1	29.312454499002342	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9679194150323429	0.15	0.9940912572491519	100.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	15.0	UMAP	0.941747572815534	0.9297124600638977	0.9540983606557377	42.0	1.0	44.96284803299932
2	0.0	0.1	26.750837029998365	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9709472604890842	0.15	0.9946980049193769	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	128.0	15.0	UMAP	0.9471965160587915	0.9436008676789588	0.9508196721311475	42.0	1.0	46.27773491600237
3	0.0	0.1	26.750837029998365	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9704061899170009	0.15	0.9945875020501886	100.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	128.0	15.0	UMAP	0.9462248777838131	0.9406047516198704	0.9519125683060109	42.0	1.0	60.87027484200007
4	0.0	0.1	46.3565611060003	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9752615116576719	0.15	0.9954607601859448	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	15.0	UMAP	0.955062263129399	0.9463519313304721	0.9639344262295082	42.0	1.0	172.44176289799725
5	0.0	0.1	46.3565611060003	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9749756369205067	0.15	0.9954058192955588	100.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	256.0	15.0	UMAP	0.9545454545454546	0.9453376205787781	0.9639344262295082	42.0	1.0	117.61738623400015
6	0.0	0.1	63.41595185500046	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9772258755321591	0.15	0.9958460865763008	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	15.0	UMAP	0.9586056644880174	0.9554831704668838	0.9617486338797814	42.0	1.0	181.69189424700016
7	0.0	0.1	63.41595185500046	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9761440618064556	0.15	0.9956250683583069	100.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	300.0	15.0	UMAP	0.9566630552546045	0.9484425349087003	0.9650273224043716	42.0	1.0	158.63063508699997
8		0.1	5.817993951495737e-06		pn	1.0	100.0	1.0	1.0	0.7942673399862598	0.15	0.961228406909789	15.0			maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec		15.0		0.6273062730627306	0.6059063136456212	0.6502732240437158	42.0		48.00993754200317
9		0.1	5.817993951495737e-06		pn	1.0	100.0	1.0	1.0	0.8263351277162074	0.15	0.968721000054588	100.0			maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec		15.0		0.6839492553778267	0.6904231625835189	0.6775956284153005	42.0		48.890817136001715
10	0.0	0.1	17.74021448900021	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5518266486639194	0.15	0.7643372194891839	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	64.0	15.0	UMAP	0.3393160778386548	0.20511649154865236	0.9814207650273225	42.0	1.0	43.41866096499871
11	0.0	0.1	17.74021448900021	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5543554552820904	0.15	0.7657997574450882	100.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	64.0	15.0	UMAP	0.3429111531190926	0.2073142857142857	0.9912568306010929	42.0	1.0	42.69738029700238
12	0.0	0.1	22.80079681999632	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5532007777978214	0.15	0.7640388768898488	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	128.0	15.0	UMAP	0.34236267870579384	0.2067711883662804	0.994535519125683	42.0	1.0	41.94991717799712
13	0.0	0.1	22.80079681999632	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.552388141769415	0.15	0.7631205673758865	100.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	128.0	15.0	UMAP	0.3416557161629435	0.20625566636446055	0.994535519125683	42.0	1.0	46.02754449599888
14	0.0	0.1	52.73561923899979	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5534900994915024	0.15	0.7640585971781543	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	256.0	15.0	UMAP	0.34292160180485054	0.20708446866485014	0.9967213114754099	42.0	1.0	53.52121515000181
15	0.0	0.1	52.73561923899979	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5517908651990211	0.15	0.7621365787694387	100.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	256.0	15.0	UMAP	0.3414451516286035	0.20600858369098712	0.9967213114754099	42.0	1.0	58.183638082999096
16	0.0	0.1	63.178460039998754	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5536042814400475	0.15	0.7643406667566474	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	300.0	15.0	UMAP	0.34286789612344754	0.20709252102750625	0.9956284153005465	42.0	1.0	64.22502813900064
17	0.0	0.1	63.178460039998754	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.5517574126871663	0.15	0.7622524166835665	100.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec	300.0	15.0	UMAP	0.3412624086907661	0.20592224231464737	0.9956284153005465	42.0	1.0	71.93217564999941
18		0.1	6.8739973357878625e-06		pn	1.0	100.0	1.0	1.0	0.6164306076904276	0.15	0.9147200178830893	15.0			maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec		15.0		0.31814119749776587	0.2690854119425548	0.38907103825136613	42.0		55.30190856500121
19		0.1	6.8739973357878625e-06		pn	1.0	100.0	1.0	1.0	0.5568549662886568	0.15	0.9134048995320672	100.0			maaten	doc2vec_wiki_all	/home/philipp/projects/dad4td/models/enwiki_dbow/doc2vec.bin	wiki_EN	doc2vec		15.0		0.20030503304524655	0.18726235741444866	0.21530054644808744	42.0		55.26601936600491
20	0.0	0.1	17.302770183996472	<class 'umap.umap_.UMAP'>	pn	1.0	100.0	1.0	1.0	0.9773365514159484	0.15	0.9959045486812647	15.0	{'n_components': [64, 128, 256, 300], 'set_op_mix_ratio': [1.0], 'metric': ['cosine']}	cosine	maaten	doc2vecapnews	/home/philipp/projects/dad4td/models/apnews_dbow/doc2vec.bin	apnews	doc2vec	64.0	15.0	UMAP	0.9587685541506322	0.9646017699115044	0.9530054644808743	43.0	1.0	42.86581708299491
